City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,claremont,34.0967,-117.7198,30.72,44,0,3.6,US,1695506301
364,bernardino de campos,-23.0131,-49.4742,28.64,31,40,1.36,BR,1695506140
365,laojunmiao,39.8333,97.7333,9.21,66,100,0.87,CN,1695506301
366,ust'-ilimsk,58.0006,102.6619,10.77,69,99,1.79,RU,1695506302
367,boca chica,18.4537,-69.6111,32.06,74,75,2.06,DO,1695506302
368,trairi,-3.2778,-39.2689,25.31,81,6,4.67,BR,1695506160
369,pagar alam,-4.0167,103.2667,18.65,92,51,1.55,ID,1695506302
370,pasni,25.2631,63.471,27.72,34,15,5.18,PK,1695506303
371,bodo,67.28,14.405,8.3,93,100,2.06,NO,1695506303
372,sola,-13.8833,167.55,27.37,78,75,0.0,VU,1695506303
373,castilho,-20.8722,-51.4875,34.36,22,55,2.4,BR,1695506304
374,madalena,41.2162,-8.3345,17.53,83,13,0.97,PT,1695506304
375,presidente medici,-11.1753,-61.9014,33.23,32,77,2.55,BR,1695506304
376,kolonia town,6.964,158.206,26.0,94,100,0.0,FM,1695506305
377,pelabuhanratu,-6.9875,106.5514,22.72,90,69,1.97,ID,1695506305
378,patacamaya,-17.2333,-67.9167,13.38,42,2,5.71,BO,1695506305
379,borkum,53.5809,6.6915,15.97,66,7,3.94,DE,1695506306
380,ta`u,-14.2336,-169.5144,25.25,74,91,12.43,AS,1695506306
381,leava,-14.3,-178.1667,26.68,82,77,11.73,WF,1695506306
382,puerto aysen,-45.4,-72.7,6.21,87,97,1.43,CL,1695506307
383,aral,40.5156,81.2636,12.1,69,0,0.89,CN,1695506307
384,keelung,25.1283,121.7419,28.94,90,18,4.33,TW,1695506307
385,amga,60.8953,131.9608,6.67,92,95,4.01,RU,1695506161
386,yemetsk,63.4721,41.7941,14.87,80,1,4.12,RU,1695506308
387,dubti,11.7361,41.0853,33.77,34,78,0.92,ET,1695506308
388,tolanaro,-25.0319,46.9987,23.04,78,0,10.29,MG,1695506308
389,rajula,21.05,71.4333,25.68,90,100,3.21,IN,1695506309
390,gambiran satu,-8.3939,114.1464,20.69,95,80,0.9,ID,1695506309
391,road town,18.4167,-64.6167,31.05,74,40,3.6,VG,1695506301
392,malakal,9.5334,31.6605,22.58,97,100,2.18,SS,1695506310
393,fada,9.5667,8.3,19.87,93,100,0.91,NG,1695506310
394,pontes e lacerda,-15.2261,-59.3353,35.78,18,44,1.71,BR,1695506310
395,pitimbu,-7.4706,-34.8086,24.33,84,11,3.72,BR,1695506311
396,gypsum,39.6469,-106.9517,22.39,10,0,8.23,US,1695506311
397,sansanne-mango,10.3592,0.4708,25.52,83,99,2.2,TG,1695506311
398,macau,22.2006,113.5461,28.89,79,20,5.66,MO,1695506311
399,wynyard,-41.0,145.7167,10.77,85,93,4.69,AU,1695506312
400,zaysan,47.4667,84.8667,6.48,81,100,4.56,KZ,1695506312
401,la passe,45.5549,-0.8967,13.13,75,5,2.44,FR,1695506312
402,banda aceh,5.5577,95.3222,25.65,83,100,5.99,ID,1695506313
403,gorom-gorom,14.4439,-0.2361,33.01,34,31,4.61,BF,1695506313
404,kapa'a,22.0752,-159.319,28.99,69,20,6.69,US,1695506313
405,nabire,-3.3667,135.4833,23.97,92,100,1.49,ID,1695506313
406,baharly,38.4362,57.4316,19.18,27,0,2.56,TM,1695506314
407,pasighat,28.0667,95.3333,23.35,96,100,0.78,IN,1695506314
408,estrela,-28.0611,-50.9383,21.28,88,67,0.86,BR,1695506314
409,schwaan,53.95,12.1167,14.52,82,75,4.12,DE,1695506314
410,al fujairah city,25.1164,56.3414,32.07,79,6,1.54,AE,1695506315
411,falkenberg,56.9055,12.4912,13.86,93,21,6.4,SE,1695506315
412,sydney,-33.8679,151.2073,15.4,73,75,3.09,AU,1695505702
413,east ballina,-28.8667,153.5833,14.89,71,85,4.06,AU,1695506315
414,murghob,38.1702,73.9667,3.07,39,4,2.04,TJ,1695506316
415,kuala belait,4.5833,114.1833,24.09,91,95,2.07,BN,1695506316
416,pontianak,-0.0333,109.3333,23.99,88,40,1.54,ID,1695506316
417,cabedelo,-6.9811,-34.8339,24.37,84,15,4.24,BR,1695506317
418,antalaha,-14.9003,50.2788,20.84,90,45,3.18,MG,1695506317
419,pucheng,27.9233,118.5333,22.09,98,80,0.56,CN,1695506317
420,mukalla,14.5425,49.1242,28.48,83,86,3.36,YE,1695506318
421,qamdo,31.1667,97.2333,2.7,80,72,1.91,CN,1695506318
422,lycksele,64.5954,18.6735,5.93,100,88,1.03,SE,1695506318
423,homer,59.6425,-151.5483,10.58,77,75,0.0,US,1695506318
424,castillos,-34.1667,-53.8333,13.46,97,100,3.31,UY,1695506319
425,swakopmund,-22.6833,14.5333,13.47,85,41,2.68,NA,1695506319
426,altai,46.3722,96.2583,2.6,64,7,2.82,MN,1695506319
427,tot'ma,59.9747,42.7642,14.14,69,0,3.88,RU,1695506320
428,mosjoen,65.836,13.1908,6.29,93,75,1.54,NO,1695506320
429,sao jose da coroa grande,-8.8978,-35.1478,24.45,86,8,3.5,BR,1695506320
430,smithers,54.7804,-127.1743,16.18,48,75,1.54,CA,1695506049
431,thief river falls,48.1191,-96.1812,20.53,94,100,6.69,US,1695506321
432,machico,32.7,-16.7667,23.17,82,20,2.57,PT,1695505762
433,moose jaw,50.4001,-105.5344,17.14,72,100,6.17,CA,1695506321
434,namie,37.4833,141.0,16.1,84,100,3.91,JP,1695506321
435,mu'minobod,38.1085,70.0285,13.35,46,0,1.53,TJ,1695506322
436,hengshui,37.7322,115.7011,18.53,70,98,1.64,CN,1695506322
437,chishtian,29.8,72.8667,30.95,46,9,2.54,PK,1695506322
438,keetmanshoop,-26.5833,18.1333,16.51,59,62,3.6,NA,1695506322
439,ramadi,33.4226,43.3058,31.39,20,0,3.7,IQ,1695506323
440,luderitz,-26.6481,15.1594,13.95,76,0,11.45,NA,1695506323
441,nantucket,41.2835,-70.0995,17.23,99,100,7.2,US,1695506323
442,pop,40.8736,71.1089,14.27,38,0,1.71,UZ,1695506324
443,gubkinskiy,64.434,76.5026,-0.64,79,27,4.1,RU,1695506231
444,ca mau,9.1769,105.15,24.23,95,97,2.26,VN,1695506324
445,forster,-32.1667,152.5167,15.21,82,95,0.93,AU,1695506324
446,acapulco de juarez,16.8634,-99.8901,31.34,68,26,3.38,MX,1695506325
447,yangquan,37.8575,113.5633,13.92,91,100,0.89,CN,1695506325
448,hasaki,35.7333,140.8333,20.22,61,100,10.06,JP,1695506325
449,barra,-11.0894,-43.1417,27.76,34,8,2.43,BR,1695506326
450,tralee,52.2704,-9.7026,13.58,96,92,2.91,IE,1695506138
451,new yekepa,7.5794,-8.5378,21.14,98,66,1.32,LR,1695506326
452,nova xavantina,-14.6667,-52.35,33.94,22,31,2.27,BR,1695506326
453,natal,-5.795,-35.2094,26.12,83,20,3.6,BR,1695506096
454,namibe,-15.1961,12.1522,19.0,84,100,3.05,AO,1695506327
455,kirakira,-10.4544,161.9205,28.13,68,99,4.36,SB,1695506327
456,amparafaravola,-17.5833,48.2167,15.81,87,37,2.47,MG,1695506327
457,makhambet,47.6667,51.5833,18.17,37,0,1.24,KZ,1695506328
458,djamaa,33.5339,5.9931,28.04,26,4,4.28,DZ,1695506328
459,badulla,6.9895,81.0557,21.45,84,94,2.1,LK,1695506328
460,labytnangi,66.6572,66.4183,4.61,95,100,3.39,RU,1695506329
461,xai-xai,-25.0519,33.6442,24.22,47,0,4.19,MZ,1695506236
462,beira,-19.8436,34.8389,23.53,86,0,2.6,MZ,1695506329
463,brisas de zicatela,15.8369,-97.0419,30.63,70,25,3.09,MX,1695506329
464,mata-utu,-13.2816,-176.1745,26.8,82,47,11.9,WF,1695506330
465,dompu,-8.5356,118.4622,21.67,97,77,0.94,ID,1695506330
466,puerto carreno,6.189,-67.4859,27.99,78,20,3.6,CO,1695506330
467,hobyo,5.3505,48.5268,25.7,87,100,9.48,SO,1695506331
468,lincoln,40.8,-96.667,28.34,69,0,3.6,US,1695506331
469,altay,47.8667,88.1167,6.61,94,100,1.63,CN,1695506331
470,nadi,-17.8,177.4167,26.0,78,75,2.57,FJ,1695506331
471,la'ie,21.6477,-157.9253,29.98,66,54,5.36,US,1695506332
472,ternate,0.8,127.4,26.53,79,94,4.29,ID,1695506332
473,kisanga,-7.4362,37.7034,23.05,81,14,2.5,TZ,1695506333
474,toamasina,-18.1667,49.3833,22.0,94,75,2.57,MG,1695506333
475,duzce,40.8389,31.1639,19.71,51,0,1.49,TR,1695506333
476,lakatoro,-16.0999,167.4164,26.89,64,97,1.95,VU,1695506333
477,malvan,16.0667,73.4667,25.6,88,100,1.1,IN,1695506334
478,north bend,43.4065,-124.2243,19.58,82,100,3.6,US,1695506334
479,ypsonas,34.6884,32.9574,25.54,47,0,1.54,CY,1695506335
480,gore,-46.1028,168.9436,8.52,63,48,2.62,NZ,1695506335
481,kizner,56.2749,51.508,14.92,83,13,1.88,RU,1695506335
482,nikolayevsk-on-amure,53.1406,140.73,8.35,71,40,1.6,RU,1695506336
483,queenstown,-31.8976,26.8753,14.52,93,100,2.02,ZA,1695505682
484,novovorontsovka,47.5004,33.9175,19.07,59,19,3.06,UA,1695506336
485,zhuanghe,39.7008,122.9911,16.75,87,20,3.06,CN,1695506336
486,las heras,-46.5419,-68.9359,9.81,31,6,4.85,AR,1695506337
487,orchard homes,46.8633,-114.0484,20.33,43,0,1.79,US,1695506337
488,murzuq,25.9155,13.9184,27.72,17,2,3.46,LY,1695506337
489,coro,11.4045,-69.6734,30.61,70,79,8.92,VE,1695506337
490,lavagna,44.3079,9.3422,19.19,83,1,0.89,IT,1695506338
491,isangel,-19.55,169.2667,25.06,94,100,3.09,VU,1695506338
492,tual,-5.6667,132.75,25.18,77,83,8.07,ID,1695506338
493,pathein,16.7833,94.7333,25.04,95,98,2.29,MM,1695506339
494,thinadhoo,0.5333,72.9333,28.03,77,92,4.91,MV,1695506339
495,shalqar,47.8333,59.6,18.36,71,10,3.66,KZ,1695506339
496,palikir - national government center,6.9248,158.1611,25.41,94,100,0.0,FM,1695506339
497,robore,-18.3333,-59.75,35.34,21,42,2.06,BO,1695506340
498,rexburg,43.826,-111.7897,16.73,41,0,3.6,US,1695506340
499,alaghsas,17.0187,8.0168,34.32,11,0,2.63,NE,1695506340
500,vila velha,-20.3297,-40.2925,24.97,87,20,7.72,BR,1695506341
501,kiffa,16.6166,-11.4045,36.91,31,99,3.48,MR,1695506341
502,i-n-salah,27.1935,2.4607,36.63,11,2,3.92,DZ,1695506341
503,meulaboh,4.1363,96.1285,23.68,92,99,2.59,ID,1695506342
504,zhangjiajie,29.1294,110.4783,19.34,98,100,1.47,CN,1695506342
505,jackson,42.4165,-122.8345,23.77,34,0,0.45,US,1695505933
506,nueva concepcion,14.2,-91.3,31.37,69,5,2.85,GT,1695506343
507,saraipali,21.3333,83.0,23.48,91,100,1.85,IN,1695506343
508,cacheu,12.2706,-16.1658,27.05,84,74,2.09,GW,1695506344
509,ardabil,38.2498,48.2933,8.75,71,20,3.09,IR,1695506344
510,pamanukan,-6.2842,107.8106,23.31,73,90,1.66,ID,1695506344
511,margate,51.3813,1.3862,12.39,79,44,6.13,GB,1695506050
512,khemisset,33.6667,-6.25,21.42,58,10,0.89,MA,1695506345
513,alenquer,-1.9417,-54.7383,31.07,45,81,1.45,BR,1695506345
514,mirpur sakro,24.5474,67.6277,27.42,80,81,5.98,PK,1695506345
515,sinan,34.8262,126.1086,16.06,66,100,7.84,KR,1695506346
516,inongo,-1.95,18.2667,20.64,96,99,0.41,CD,1695506346
517,tromso,69.6496,18.957,5.01,93,100,1.03,NO,1695506346
518,zyryanovsk,49.7386,84.2719,2.82,88,25,0.8,KZ,1695506347
519,daru,-9.0763,143.2092,25.12,84,84,8.04,PG,1695506347
520,macheng,31.1783,115.0319,19.14,88,100,1.24,CN,1695506347
521,alamar,23.1583,-82.2769,23.13,68,98,2.51,CU,1695506348
522,anloga,5.7947,0.8973,25.64,86,82,4.62,GH,1695506348
523,beloyarskiy,63.7119,66.6722,6.11,71,98,6.71,RU,1695506348
524,nizhniy odes,63.6445,54.856,13.78,95,35,3.84,RU,1695506349
525,saint-denis,48.9167,2.3333,13.41,82,0,2.06,FR,1695506349
526,mari-turek,56.7895,49.6235,14.17,67,0,2.6,RU,1695506349
527,cadale,2.7603,46.3222,25.9,85,72,6.51,SO,1695506350
528,nampula,-15.1165,39.2666,20.35,86,23,2.2,MZ,1695506257
529,ar ruseris,11.8659,34.3869,24.59,87,89,2.13,SD,1695506350
530,arkadelphia,34.1209,-93.0538,33.58,55,0,1.54,US,1695506350
531,ambon,-3.6954,128.1814,26.6,95,40,1.54,ID,1695506351
532,crane,31.3974,-102.3501,37.37,16,1,2.04,US,1695506351
533,nadym,65.5333,72.5167,3.07,87,84,2.71,RU,1695506351
534,retreat,38.8245,-85.8533,27.21,27,0,4.2,US,1695506352
535,taulaga,-11.0553,-171.0883,27.56,79,88,12.59,AS,1695506352
536,webster,42.0501,-71.8801,14.45,93,100,4.59,US,1695506352
537,poltavka,54.3663,71.7632,8.56,58,100,3.24,RU,1695506352
538,ilhabela,-23.7781,-45.3581,22.6,92,14,1.67,BR,1695506349
539,elamanchili,17.55,82.8667,27.12,93,80,2.68,IN,1695506353
540,zhongshu,24.5167,103.7667,17.7,95,96,1.26,CN,1695506353
541,pisco,-13.7,-76.2167,22.03,68,0,3.6,PE,1695506184
542,timbauba,-7.5053,-35.3183,22.42,91,13,2.39,BR,1695506354
543,corowa,-36.0333,146.3833,10.88,65,0,3.03,AU,1695506354
544,san patricio,28.017,-97.5169,36.76,49,52,6.81,US,1695506354
545,bria,6.5423,21.9863,20.9,97,76,0.95,CF,1695506354
